gameId,gameDate,home_win,home_teamId,home_teamCity,home_teamName,away_teamId,away_teamCity,away_teamName,home_last_5_teamScore,home_last_5_fieldGoalsPercentage,home_last_5_threePointersPercentage,home_last_5_freeThrowsPercentage,home_last_5_reboundsTotal,home_last_5_assists,home_last_5_turnovers,home_last_5_steals,home_last_5_blocks,home_last_5_plusMinusPoints,home_last_5_win,away_last_5_teamScore,away_last_5_fieldGoalsPercentage,away_last_5_threePointersPercentage,away_last_5_freeThrowsPercentage,away_last_5_reboundsTotal,away_last_5_assists,away_last_5_turnovers,away_last_5_steals,away_last_5_blocks,away_last_5_plusMinusPoints,away_last_5_win,h2h_winrate_last_3_home,h2h_winrate_last_3_away,home_days_rest,away_days_rest
21901241,2020-08-01 18:00:00,1,1610612746,Los Angeles,Clippers,1610612740,New Orleans,Pelicans,107.6,0.4406,0.39180000000000004,0.7762,44.0,22.0,14.8,5.0,4.2,6.4,0.6,113.2,0.4692,0.3708,0.7466,44.0,26.6,17.6,9.0,4.8,15.6,0.8,,0.0,0.0,1.0
21901242,2020-08-01 19:00:00,1,1610612754,Indiana,Pacers,1610612755,Philadelphia,76ers,108.6,0.4716,0.35839999999999994,0.8144,46.6,23.2,13.4,5.6,5.6,0.6,0.6,108.0,0.4354,0.3586,0.756,51.6,27.0,14.0,7.4,5.0,2.6,0.4,,0.0,0.0,0.0
21901243,2020-08-01 20:30:00,1,1610612761,Toronto,Raptors,1610612747,Los Angeles,Lakers,105.8,0.445,0.3618,0.7971999999999999,46.4,24.0,18.2,7.8,3.6,4.0,0.8,110.2,0.4814,0.37360000000000004,0.7121999999999999,45.0,21.8,15.4,7.6,3.4,2.0,0.6,,0.0,4.0,1.0
21901244,2020-08-02 14:00:00,1,1610612751,Brooklyn,Nets,1610612764,Washington,Wizards,104.2,0.4272,0.312,0.7098,42.0,24.4,13.8,9.0,4.0,-7.8,0.4,106.4,0.4234,0.3162,0.7464000000000001,42.4,20.6,15.6,8.2,3.0,-5.0,0.2,,0.3333333333333333,1.0,1.0
21901245,2020-08-02 15:30:00,1,1610612738,Boston,Celtics,1610612757,Portland,Trail Blazers,107.8,0.4492,0.3228,0.7167999999999999,44.6,20.8,15.8,9.6,3.2,-5.8,0.4,114.6,0.47300000000000003,0.3694,0.7614,44.4,22.8,15.2,8.2,7.8,0.2,0.4,,0.3333333333333333,0.0,1.0
21901246,2020-08-02 16:00:00,0,1610612763,Memphis,Grizzlies,1610612759,San Antonio,Spurs,113.0,0.44079999999999997,0.35300000000000004,0.726,44.8,25.2,18.0,8.2,4.8,-2.8,0.2,115.4,0.4892,0.3878,0.8228,45.2,27.4,17.0,7.0,7.8,0.0,0.6,,0.3333333333333333,2.0,0.0
21901247,2020-08-02 18:00:00,1,1610612753,Orlando,Magic,1610612758,Sacramento,Kings,112.8,0.4418,0.32459999999999994,0.8236000000000001,42.4,26.8,12.6,8.6,2.8,0.6,0.6,112.0,0.45619999999999994,0.3234,0.8535999999999999,42.4,23.4,14.2,7.2,3.2,-4.8,0.2,,0.3333333333333333,2.0,0.0
21901248,2020-08-02 20:30:00,1,1610612745,Houston,Rockets,1610612749,Milwaukee,Bucks,121.8,0.4588,0.3836,0.8344000000000001,42.0,23.8,17.0,10.4,4.4,7.8,0.8,112.2,0.4386,0.32480000000000003,0.7686,47.0,23.2,17.6,8.6,5.2,0.2,0.6,,0.6666666666666666,0.0,2.0
21901249,2020-08-02 21:00:00,1,1610612756,Phoenix,Suns,1610612742,Dallas,Mavericks,110.2,0.4518000000000001,0.3214,0.8878,40.6,24.6,16.6,10.6,3.4,1.4,0.6,119.8,0.46180000000000004,0.36560000000000004,0.7108,48.8,24.6,13.8,6.0,3.6,2.4,0.6,,0.3333333333333333,2.0,2.0
21901250,2020-08-03 13:30:00,0,1610612748,Miami,Heat,1610612761,Toronto,Raptors,107.2,0.4668,0.33920000000000006,0.8228,38.6,28.8,16.4,6.2,3.2,-1.0,0.4,103.6,0.4332,0.36499999999999994,0.8186,49.4,23.4,20.0,7.2,4.0,6.0,0.8,,0.0,2.0,0.0
21901252,2020-08-03 16:00:00,0,1610612764,Washington,Wizards,1610612754,Indiana,Pacers,104.0,0.41980000000000006,0.2942,0.7332000000000001,44.2,21.2,14.4,7.8,3.4,-8.0,0.0,111.6,0.46799999999999997,0.37120000000000003,0.8288,44.0,24.8,13.2,6.2,5.4,1.2,0.6,,0.3333333333333333,0.0,0.0
21901251,2020-08-03 16:00:00,0,1610612760,Oklahoma City,Thunder,1610612743,Denver,Nuggets,109.2,0.47859999999999997,0.38139999999999996,0.7066000000000001,45.4,21.2,17.6,9.4,6.2,9.4,1.0,101.0,0.45680000000000004,0.33899999999999997,0.7108000000000001,43.4,23.2,20.4,7.4,5.4,-9.6,0.2,,0.0,2.0,0.0
21901253,2020-08-03 18:30:00,1,1610612740,New Orleans,Pelicans,1610612763,Memphis,Grizzlies,109.8,0.46080000000000004,0.368,0.7398,42.8,25.8,16.2,8.4,4.0,8.4,0.6,111.2,0.4332,0.3238,0.7452,44.8,25.8,16.2,7.8,4.4,-2.2,0.2,,0.0,0.0,1.0
21901254,2020-08-03 20:00:00,1,1610612755,Philadelphia,76ers,1610612759,San Antonio,Spurs,109.4,0.4368,0.3542,0.7432000000000001,54.4,25.2,16.0,8.0,5.6,2.2,0.4,113.2,0.4696000000000001,0.37679999999999997,0.8081999999999999,47.0,25.4,18.0,5.8,7.0,-1.6,0.6,,0.0,0.0,0.0
21901255,2020-08-03 21:00:00,0,1610612762,Utah,Jazz,1610612747,Los Angeles,Lakers,100.2,0.446,0.3262,0.7866,40.6,18.8,18.2,8.6,3.6,-4.0,0.6,108.2,0.46020000000000005,0.3486,0.741,43.8,20.4,16.0,7.8,5.0,-0.6,0.6,,0.6666666666666666,0.0,2.0
21901256,2020-08-04 13:30:00,0,1610612749,Milwaukee,Bucks,1610612751,Brooklyn,Nets,116.4,0.4608,0.3162,0.783,50.4,22.8,18.8,8.2,5.6,2.2,0.6,107.0,0.42939999999999995,0.3136,0.7295999999999999,42.2,24.2,13.8,8.6,4.2,-6.6,0.4,,0.0,0.0,1.0
21901257,2020-08-04 14:30:00,0,1610612758,Sacramento,Kings,1610612742,Dallas,Mavericks,112.6,0.46179999999999993,0.329,0.8346,40.2,24.6,15.0,8.2,1.8,-7.0,0.2,120.2,0.45220000000000005,0.3358,0.7414,48.2,24.4,13.2,5.8,4.2,-1.2,0.4,,0.6666666666666666,1.0,1.0
21901258,2020-08-04 16:00:00,0,1610612746,Los Angeles,Clippers,1610612756,Phoenix,Suns,106.6,0.42560000000000003,0.4072,0.7304,44.2,21.0,14.6,6.0,4.2,6.2,0.6,112.6,0.46180000000000004,0.3254,0.8784000000000001,41.8,23.8,16.0,11.0,3.2,5.0,0.8,,0.0,2.0,0.0
21901259,2020-08-04 18:00:00,1,1610612754,Indiana,Pacers,1610612753,Orlando,Magic,111.6,0.4646,0.35,0.8469999999999999,44.4,24.2,12.8,6.4,6.0,4.0,0.8,115.2,0.4532,0.33459999999999995,0.8018000000000001,43.4,26.8,13.0,8.6,3.0,2.8,0.6,,0.0,0.0,0.0
21901260,2020-08-04 18:30:00,1,1610612748,Miami,Heat,1610612738,Boston,Celtics,108.2,0.45899999999999996,0.3332,0.8437999999999999,39.6,28.2,16.6,6.4,3.8,0.4,0.4,110.6,0.47000000000000003,0.3726,0.697,42.6,21.8,16.6,9.6,3.6,-5.6,0.4,,0.6666666666666666,1.0,0.0
21901261,2020-08-04 21:00:00,1,1610612757,Portland,Trail Blazers,1610612745,Houston,Rockets,115.2,0.4718,0.3626,0.7842,42.2,25.0,15.4,8.0,7.0,-3.8,0.2,122.4,0.4354,0.3734,0.8548,42.6,23.4,15.2,11.6,4.0,7.4,0.8,,0.0,2.0,2.0
21901262,2020-08-05 14:30:00,1,1610612762,Utah,Jazz,1610612763,Memphis,Grizzlies,104.2,0.43360000000000004,0.2986,0.8126,44.2,20.4,19.2,9.0,3.8,-3.0,0.6,114.4,0.43340000000000006,0.30460000000000004,0.806,45.2,26.0,15.2,7.4,5.8,-2.8,0.2,,0.0,0.0,0.0
21901263,2020-08-05 16:00:00,0,1610612764,Washington,Wizards,1610612755,Philadelphia,76ers,107.6,0.434,0.3146,0.7032,46.4,22.8,14.4,7.0,4.6,-8.8,0.0,111.0,0.44139999999999996,0.3598,0.754,51.4,24.8,15.8,7.8,6.0,-1.0,0.4,,0.3333333333333333,2.0,0.0
21901264,2020-08-05 16:00:00,0,1610612759,San Antonio,Spurs,1610612743,Denver,Nuggets,120.8,0.47759999999999997,0.3996,0.8402,48.0,25.0,16.4,6.0,7.0,2.2,0.6,105.8,0.45940000000000003,0.3232,0.7396,44.6,23.2,19.8,8.2,5.2,-4.8,0.4,,0.6666666666666666,1.0,0.0
21901265,2020-08-05 18:30:00,0,1610612747,Los Angeles,Lakers,1610612760,Oklahoma City,Thunder,110.6,0.4614,0.3632,0.7556,43.8,21.4,17.0,8.2,5.6,1.8,0.8,110.8,0.475,0.3848,0.7144,46.0,22.0,17.2,8.4,5.8,7.6,0.8,,0.0,0.0,0.0
21901266,2020-08-05 20:00:00,0,1610612753,Orlando,Magic,1610612761,Toronto,Raptors,119.0,0.46420000000000006,0.36939999999999995,0.8054,43.6,26.8,14.8,8.6,2.4,2.4,0.6,104.8,0.433,0.3928,0.8241999999999999,46.6,22.8,20.2,6.6,4.2,5.0,0.8,,0.3333333333333333,0.0,2.0
21901267,2020-08-05 21:00:00,1,1610612738,Boston,Celtics,1610612751,Brooklyn,Nets,115.0,0.46819999999999995,0.3916,0.72,45.0,19.8,17.2,8.4,4.2,-4.0,0.4,117.2,0.4424,0.3372,0.713,43.8,27.4,11.0,8.2,4.4,0.2,0.6,,0.3333333333333333,1.0,0.0
21901268,2020-08-06 13:30:00,1,1610612758,Sacramento,Kings,1610612740,New Orleans,Pelicans,115.0,0.44139999999999996,0.32480000000000003,0.8028000000000001,44.2,24.6,13.6,8.2,2.4,-6.6,0.2,111.8,0.4574,0.3626,0.7028,44.8,26.0,16.6,8.2,2.6,4.2,0.6,,0.6666666666666666,0.0,2.0
21901270,2020-08-06 16:00:00,1,1610612756,Phoenix,Suns,1610612754,Indiana,Pacers,115.8,0.4528,0.377,0.8625999999999999,43.0,25.4,14.6,10.6,3.0,2.8,0.8,117.4,0.49260000000000004,0.35,0.827,42.4,25.8,10.8,6.8,5.8,5.6,0.8,,0.3333333333333333,0.0,0.0
21901269,2020-08-06 16:00:00,1,1610612749,Milwaukee,Bucks,1610612748,Miami,Heat,117.0,0.46259999999999996,0.3228,0.7545999999999999,54.2,24.2,20.2,6.4,5.6,-2.6,0.4,109.8,0.4532,0.33940000000000003,0.8131999999999999,41.2,28.2,15.8,6.8,4.2,0.4,0.4,,0.6666666666666666,2.0,0.0
21901271,2020-08-06 18:30:00,0,1610612742,Dallas,Mavericks,1610612746,Los Angeles,Clippers,121.4,0.41740000000000005,0.30619999999999997,0.7702,53.0,24.6,13.8,6.0,3.8,-1.2,0.4,109.8,0.43600000000000005,0.38439999999999996,0.7430000000000001,45.2,21.0,14.2,5.6,4.0,4.0,0.4,,0.3333333333333333,2.0,0.0
21901272,2020-08-06 20:00:00,0,1610612743,Denver,Nuggets,1610612757,Portland,Trail Blazers,114.4,0.48040000000000005,0.3364,0.7468,44.4,25.8,17.6,8.6,4.8,-5.0,0.4,119.6,0.47140000000000004,0.4016,0.7522,47.6,25.2,15.2,7.4,6.6,-1.6,0.4,,0.0,0.0,1.0
21901273,2020-08-06 21:00:00,1,1610612745,Houston,Rockets,1610612747,Los Angeles,Lakers,126.2,0.4382,0.3866,0.7964,42.8,24.6,13.2,11.2,4.4,8.0,0.8,104.0,0.418,0.30019999999999997,0.7310000000000001,43.2,20.0,14.6,9.0,5.4,-3.4,0.6,,0.0,0.0,1.0
21901274,2020-08-07 13:00:00,1,1610612759,San Antonio,Spurs,1610612762,Utah,Jazz,122.2,0.4852,0.3884,0.8392,43.6,26.6,13.4,7.2,5.8,2.0,0.6,108.8,0.43520000000000003,0.3086,0.8366,44.0,20.4,19.2,8.2,4.0,-1.6,0.6,,0.0,0.0,1.0
21901275,2020-08-07 16:00:00,1,1610612763,Memphis,Grizzlies,1610612760,Oklahoma City,Thunder,116.6,0.4508,0.332,0.7944,43.2,26.0,14.0,6.8,4.8,-1.6,0.2,112.2,0.4568,0.35979999999999995,0.7447999999999999,48.2,21.6,16.4,9.0,5.2,8.6,0.8,,0.3333333333333333,2.0,0.0
21901276,2020-08-07 17:00:00,1,1610612751,Brooklyn,Nets,1610612758,Sacramento,Kings,115.4,0.4508,0.3236,0.7236,41.6,26.6,12.4,7.2,4.0,-7.6,0.4,118.4,0.4673999999999999,0.3552,0.7712,43.6,25.2,13.0,8.2,1.8,-2.0,0.4,,0.0,0.0,0.0
21901277,2020-08-07 18:30:00,1,1610612755,Philadelphia,76ers,1610612753,Orlando,Magic,114.4,0.4476,0.369,0.7254,50.8,25.0,15.4,8.2,5.6,-0.6,0.4,116.4,0.476,0.3872,0.7756,43.2,27.8,15.8,8.4,3.0,1.8,0.6,,0.6666666666666666,2.0,0.0
21901278,2020-08-07 20:00:00,1,1610612740,New Orleans,Pelicans,1610612764,Washington,Wizards,113.0,0.4708,0.3616,0.7023999999999999,42.2,24.8,16.4,7.2,2.2,-1.8,0.4,107.2,0.4476,0.3296,0.7504,43.4,23.6,15.0,6.8,5.4,-9.6,0.0,,0.0,0.0,2.0
21901279,2020-08-07 21:00:00,0,1610612761,Toronto,Raptors,1610612738,Boston,Celtics,107.8,0.4346,0.40679999999999994,0.7958000000000001,46.8,22.8,19.4,6.2,4.0,4.8,0.8,121.4,0.48419999999999996,0.4154,0.7568,44.0,21.4,16.4,8.6,5.6,0.0,0.4,,0.3333333333333333,2.0,2.0
21901280,2020-08-08 13:00:00,0,1610612757,Portland,Trail Blazers,1610612746,Los Angeles,Clippers,123.8,0.48100000000000004,0.46959999999999996,0.7651999999999999,45.4,26.8,14.2,7.8,6.0,1.6,0.6,114.0,0.4506,0.39580000000000004,0.8106,44.8,20.8,12.4,4.8,2.8,6.0,0.4,,0.6666666666666666,0.0,1.0
21901281,2020-08-08 15:30:00,1,1610612743,Denver,Nuggets,1610612762,Utah,Jazz,116.6,0.5065999999999999,0.3654,0.7646,44.0,27.6,16.6,7.6,4.6,-4.0,0.4,108.6,0.42939999999999995,0.32080000000000003,0.8512000000000001,43.0,21.8,18.2,8.6,4.2,-4.2,0.4,,0.0,1.0,1.0
21901282,2020-08-08 18:00:00,1,1610612754,Indiana,Pacers,1610612747,Los Angeles,Lakers,113.6,0.4828,0.3674,0.8134,39.6,24.6,11.4,7.0,5.4,1.2,0.6,98.8,0.4102,0.2284,0.7278,43.4,19.2,16.8,8.8,5.4,-8.0,0.4,,0.0,2.0,1.0
21901283,2020-08-08 19:30:00,0,1610612748,Miami,Heat,1610612756,Phoenix,Suns,113.2,0.4548,0.37960000000000005,0.8384,40.6,28.2,16.2,7.2,4.4,-2.0,0.4,118.0,0.46840000000000004,0.3774,0.8939999999999999,43.6,26.2,14.4,9.6,3.0,8.6,1.0,,0.0,0.0,2.0
21901284,2020-08-08 20:30:00,1,1610612742,Dallas,Mavericks,1610612749,Milwaukee,Bucks,121.4,0.42040000000000005,0.29799999999999993,0.7842,51.6,24.0,13.0,5.6,3.8,-2.8,0.4,116.8,0.4702,0.31500000000000006,0.7692,52.2,23.8,18.4,6.4,4.8,-1.4,0.4,,0.0,0.0,2.0
21901285,2020-08-09 12:30:00,1,1610612760,Oklahoma City,Thunder,1610612764,Washington,Wizards,110.2,0.45099999999999996,0.36239999999999994,0.7602,43.6,21.0,15.2,9.6,4.2,1.8,0.6,105.4,0.43979999999999997,0.3448,0.7782,43.0,22.6,15.0,7.2,4.8,-10.4,0.0,,0.3333333333333333,0.0,1.0
21901286,2020-08-09 14:00:00,1,1610612761,Toronto,Raptors,1610612763,Memphis,Grizzlies,105.8,0.44279999999999997,0.3822,0.8218,45.6,22.2,20.0,6.6,4.6,4.5,0.6,115.2,0.4678000000000001,0.31260000000000004,0.8160000000000001,44.0,24.4,14.6,6.0,5.0,0.6,0.2,,0.0,0.0,0.0
21901287,2020-08-09 15:00:00,0,1610612740,New Orleans,Pelicans,1610612759,San Antonio,Spurs,111.8,0.47479999999999994,0.3578,0.713,43.4,25.4,18.2,6.8,3.0,-3.8,0.4,122.4,0.4896,0.4184,0.8119999999999999,43.4,26.2,13.6,7.6,5.2,2.2,0.6,,0.3333333333333333,1.0,0.0
21901288,2020-08-09 17:00:00,1,1610612738,Boston,Celtics,1610612753,Orlando,Magic,123.4,0.489,0.4122,0.7906000000000001,44.8,22.6,15.0,8.4,5.4,9.4,0.6,113.8,0.4702,0.33999999999999997,0.7942,44.2,25.2,14.8,6.8,3.0,-0.4,0.4,,0.0,0.0,0.0
21901289,2020-08-09 18:30:00,1,1610612757,Portland,Trail Blazers,1610612755,Philadelphia,76ers,123.2,0.48100000000000004,0.4514,0.7973999999999999,44.2,26.0,12.2,7.4,5.4,2.8,0.6,116.6,0.45280000000000004,0.3528,0.7595999999999999,49.8,23.4,13.6,7.0,5.0,1.8,0.6,,0.3333333333333333,0.0,2.0
21901290,2020-08-09 20:00:00,0,1610612758,Sacramento,Kings,1610612745,Houston,Rockets,118.4,0.47139999999999993,0.3518,0.7524,43.4,24.6,13.4,8.6,2.4,-5.4,0.2,125.0,0.4386,0.374,0.8088000000000001,40.0,24.8,13.2,11.2,4.8,8.2,0.8,,0.3333333333333333,2.0,0.0
21901291,2020-08-09 21:00:00,0,1610612746,Los Angeles,Clippers,1610612751,Brooklyn,Nets,118.0,0.47759999999999997,0.429,0.7988000000000001,44.4,21.4,12.8,5.2,3.0,7.8,0.6,117.8,0.457,0.33720000000000006,0.756,41.4,27.2,12.2,6.4,3.4,-4.0,0.6,,0.0,0.0,0.0
21901292,2020-08-10 14:30:00,1,1610612756,Phoenix,Suns,1610612760,Oklahoma City,Thunder,118.4,0.4782,0.3758,0.893,47.0,26.0,12.8,6.2,3.0,7.8,1.0,108.2,0.45,0.35479999999999995,0.7838,44.0,20.0,14.8,8.2,4.0,3.2,0.6,,0.3333333333333333,1.0,0.0
21901293,2020-08-10 15:00:00,0,1610612762,Utah,Jazz,1610612742,Dallas,Mavericks,113.8,0.43099999999999994,0.3538,0.8252,44.6,25.2,18.8,7.6,3.8,-5.0,0.2,125.0,0.4234,0.3036,0.8182,51.2,27.0,12.0,5.6,3.4,-2.6,0.4,,0.0,1.0,0.0
21901294,2020-08-10 18:30:00,0,1610612749,Milwaukee,Bucks,1610612761,Toronto,Raptors,122.6,0.4862,0.33060000000000006,0.7518,53.0,25.4,16.8,5.6,6.0,2.0,0.4,106.2,0.4486,0.3848,0.8168,44.4,22.6,19.6,8.8,4.8,9.5,0.8,,0.0,1.0,1.0
21901295,2020-08-10 20:00:00,1,1610612748,Miami,Heat,1610612754,Indiana,Pacers,113.6,0.4666,0.3742,0.8674,39.4,27.2,15.0,7.2,5.0,0.2,0.4,114.6,0.49800000000000005,0.375,0.8492000000000001,38.2,25.0,12.4,8.4,5.6,3.6,0.8,,0.0,0.0,2.0
21901296,2020-08-10 21:00:00,1,1610612747,Los Angeles,Lakers,1610612743,Denver,Nuggets,100.4,0.4162,0.2338,0.7238,43.2,19.0,16.6,10.2,6.0,-9.4,0.2,121.4,0.4932,0.3282,0.7899999999999999,45.2,28.2,14.6,7.6,3.8,-2.8,0.6,,0.3333333333333333,2.0,2.0
21901297,2020-08-11 13:00:00,0,1610612753,Orlando,Magic,1610612751,Brooklyn,Nets,112.0,0.44480000000000003,0.33280000000000004,0.7848,46.2,23.8,14.8,6.6,3.2,-3.0,0.2,120.0,0.4708,0.3682,0.766,42.8,27.6,12.6,6.6,4.0,-0.2,0.8,,0.0,1.0,1.0
21901298,2020-08-11 14:00:00,1,1610612759,San Antonio,Spurs,1610612745,Houston,Rockets,121.0,0.4728,0.409,0.8428000000000001,45.2,24.2,14.0,8.8,5.6,2.2,0.6,123.4,0.4408,0.3564,0.7936000000000001,40.0,23.8,12.6,10.8,4.8,6.6,0.8,,0.3333333333333333,0.0,1.0
21901299,2020-08-11 16:30:00,0,1610612755,Philadelphia,76ers,1610612756,Phoenix,Suns,117.8,0.47620000000000007,0.38680000000000003,0.7697999999999999,46.0,23.2,14.4,6.6,4.4,1.8,0.6,119.0,0.4676,0.40700000000000003,0.8916000000000001,50.2,26.0,13.2,6.4,3.8,10.6,1.0,,0.3333333333333333,1.0,0.0
21901301,2020-08-11 17:00:00,0,1610612763,Memphis,Grizzlies,1610612738,Boston,Celtics,108.0,0.4588,0.31579999999999997,0.8016,44.6,24.2,16.4,7.0,4.6,-0.2,0.2,125.4,0.4957999999999999,0.4128,0.7983999999999999,46.0,25.4,14.4,8.6,5.8,11.4,0.8,,0.3333333333333333,2.0,0.0
21901300,2020-08-11 18:30:00,0,1610612742,Dallas,Mavericks,1610612757,Portland,Trail Blazers,119.6,0.4412,0.31779999999999997,0.8458,47.0,26.8,9.6,5.4,3.2,-0.2,0.6,120.0,0.46799999999999997,0.4276,0.8130000000000001,44.0,24.4,10.8,7.0,4.8,2.4,0.6,,0.0,0.0,2.0
21901302,2020-08-11 21:00:00,1,1610612758,Sacramento,Kings,1610612740,New Orleans,Pelicans,116.8,0.4688,0.3426,0.7664,43.2,26.0,13.4,8.2,2.4,-7.0,0.2,113.6,0.4772,0.3668,0.7232000000000001,44.0,27.0,18.0,5.4,3.6,-5.2,0.4,,0.3333333333333333,0.0,2.0
21901303,2020-08-11 21:00:00,0,1610612764,Washington,Wizards,1610612749,Milwaukee,Bucks,103.6,0.43,0.322,0.7678,44.6,23.6,14.6,7.0,5.0,-11.4,0.0,120.0,0.472,0.3324,0.7356,53.4,25.4,17.6,4.6,5.8,-1.0,0.2,,0.3333333333333333,2.0,0.0
21901304,2020-08-12 16:00:00,0,1610612745,Houston,Rockets,1610612754,Indiana,Pacers,113.8,0.41859999999999997,0.3356,0.8208,38.8,22.2,14.4,11.2,3.4,2.2,0.6,107.6,0.4756,0.3498,0.8294,40.4,22.8,13.8,7.8,5.4,3.0,0.6,,0.0,0.0,1.0
21901305,2020-08-12 18:30:00,0,1610612755,Philadelphia,76ers,1610612761,Toronto,Raptors,117.0,0.47620000000000007,0.4058,0.7525999999999999,41.8,24.8,12.0,6.4,4.2,0.4,0.6,107.6,0.4518,0.3624,0.7782,45.2,22.6,18.8,9.6,5.0,7.75,0.8,,0.3333333333333333,1.0,0.0
21901306,2020-08-12 20:00:00,1,1610612760,Oklahoma City,Thunder,1610612748,Miami,Heat,106.4,0.42140000000000005,0.34439999999999993,0.8051999999999999,42.6,21.0,14.2,8.4,2.8,-5.4,0.4,111.4,0.4452,0.3496,0.8312000000000002,43.6,27.2,14.6,8.0,6.4,0.6,0.4,,0.6666666666666666,0.0,2.0
21901307,2020-08-12 21:00:00,0,1610612743,Denver,Nuggets,1610612746,Los Angeles,Clippers,124.6,0.5224,0.3954,0.7882,44.6,28.0,13.6,7.4,3.8,0.6,0.6,121.8,0.4880000000000001,0.41240000000000004,0.8187999999999999,45.0,22.6,10.4,5.6,2.4,6.4,0.6,,0.3333333333333333,0.0,0.0
21901308,2020-08-13 12:00:00,0,1610612738,Boston,Celtics,1610612764,Washington,Wizards,124.2,0.48919999999999997,0.3792,0.8019999999999999,48.0,26.4,14.6,8.2,6.0,13.6,0.8,104.2,0.42119999999999996,0.3326,0.7656,44.2,22.8,14.2,6.2,4.4,-12.4,0.0,,0.3333333333333333,1.0,0.0
